Wall time,Step,Value
1634505749.494726,0,1.0003606081008911
1634505824.4502296,1,0.3204498887062073
1634505902.120696,2,0.2576092481613159
1634505978.3804884,3,0.19321903586387634
1634506054.2023678,4,0.15855814516544342
1634506130.5536945,5,0.16232606768608093
1634506207.5838892,6,0.14351849257946014
1634506284.2869492,7,0.10010381788015366
1634506360.773485,8,0.08531497418880463
1634506438.4216895,9,0.07531226426362991
1634506515.1928298,10,0.07207810133695602
1634506592.6352978,11,0.06797562539577484
1634506669.0736794,12,0.058063533157110214
1634506745.855905,13,0.06774045526981354
1634506822.4256594,14,0.061301518231630325
1634506898.5850923,15,0.06516465544700623
1634506975.4641018,16,0.0748673602938652
1634507050.4249213,17,0.0574459470808506
1634507128.1343074,18,0.05816999822854996
1634507204.5820448,19,0.0583636648952961
1634507280.2355947,20,0.0601198747754097
1634507355.2048025,21,0.06022689864039421
1634507435.9257877,22,0.05806250125169754
1634507513.1530302,23,0.05912815406918526
1634507589.5284257,24,0.0643799677491188
1634507663.6854026,25,0.05382155999541283
1634507743.0856085,26,0.05680278688669205
1634507821.9218733,27,0.06144268438220024
1634507900.7114897,28,0.06223355233669281
1634507975.5084264,29,0.056006625294685364
1634508055.1334171,30,0.05596126988530159
1634508131.5205,31,0.06824137270450592
1634508208.3176136,32,0.05515170842409134
1634508283.250693,33,0.04928445816040039
1634508362.781582,34,0.0600624606013298
1634508439.8135843,35,0.05266764387488365
1634508516.32885,36,0.05894163250923157
1634508591.3802924,37,0.06817781180143356
1634508667.3570898,38,0.05621504783630371
1634508745.1776693,39,0.058070678263902664
1634508821.3576756,40,0.050909373909235
1634508895.792824,41,0.061360523104667664
1634508971.304912,42,0.06489723175764084
1634509051.0345094,43,0.060220327228307724
1634509127.4436371,44,0.06447220593690872
1634509203.474127,45,0.056110091507434845
1634509278.882039,46,0.06705407053232193
1634509356.2798254,47,0.05692271515727043
1634509432.4009497,48,0.06990310549736023
1634509508.8665135,49,0.055598024278879166
