Wall time,Step,Value
1648463815.7465167,0,0.8541890978813171
1648463905.8830125,1,0.2835368514060974
1648463996.3056166,2,0.19161736965179443
1648464086.351771,3,0.14950887858867645
1648464176.1489978,4,0.13384872674942017
1648464265.9259472,5,0.11240553110837936
1648464355.8504431,6,0.09466806054115295
1648464446.4993289,7,0.06494536995887756
1648464536.4887476,8,0.07240387797355652
1648464626.648166,9,0.0747314915060997
1648464716.915733,10,0.06955234706401825
1648464806.8909922,11,0.06264987587928772
1648464897.8700185,12,0.06719683110713959
1648464988.0676806,13,0.07266879081726074
1648465077.429153,14,0.06404849886894226
1648465167.5179286,15,0.06969915330410004
1648465257.6848662,16,0.06664852797985077
1648465348.050005,17,0.05364607274532318
1648465438.04425,18,0.05811465531587601
1648465528.4005125,19,0.06484594196081161
1648465618.3049176,20,0.05977102369070053
1648465708.0151665,21,0.06153762340545654
1648465798.5041995,22,0.06450571119785309
1648465888.6044369,23,0.06374680995941162
1648465979.2901485,24,0.06405417621135712
1648466069.6578782,25,0.05949125811457634
1648466159.9176612,26,0.050055429339408875
1648466250.1366584,27,0.057931214570999146
1648466340.5229232,28,0.06220070645213127
1648466431.1281662,29,0.06260455399751663
1648466520.816142,30,0.06247260048985481
1648466610.8450105,31,0.04763743281364441
1648466701.3938708,32,0.05692577362060547
1648466791.716805,33,0.050377342849969864
1648466881.834812,34,0.05896234139800072
1648466972.1947343,35,0.05623571574687958
1648467062.7238915,36,0.061349544674158096
1648467152.6859274,37,0.07083041220903397
1648467242.9203033,38,0.05388355627655983
1648467333.5067668,39,0.06250488758087158
1648467423.420174,40,0.06397576630115509
1648467513.4272962,41,0.052810609340667725
1648467604.291545,42,0.062313951551914215
1648467694.4384408,43,0.06419998407363892
1648467784.5322084,44,0.0634344071149826
1648467874.046907,45,0.05472245439887047
1648467963.7347088,46,0.060056596994400024
1648468053.6621575,47,0.05395270138978958
1648468144.2427044,48,0.05868186429142952
1648468234.1126025,49,0.06741498410701752
