Wall time,Step,Value
1634529656.8061519,0,1.1505385637283325
1634529693.527281,1,0.4549480676651001
1634529729.6560616,2,0.3403283655643463
1634529765.0895414,3,0.28956466913223267
1634529801.9456742,4,0.22721122205257416
1634529837.8867269,5,0.23303931951522827
1634529876.0733023,6,0.19681861996650696
1634529911.9874134,7,0.14635224640369415
1634529949.5274527,8,0.1400478333234787
1634529985.7202983,9,0.12019186466932297
1634530021.7473135,10,0.12320348620414734
1634530059.6068919,11,0.11261851340532303
1634530095.2839348,12,0.10400374978780746
1634530136.6841483,13,0.11629558354616165
1634530172.2725453,14,0.1086028590798378
1634530210.93107,15,0.11591222882270813
1634530246.6386626,16,0.11905774474143982
1634530282.682992,17,0.10356295853853226
1634530320.1244624,18,0.10304092615842819
1634530355.5689404,19,0.11001784354448318
1634530393.6716626,20,0.10985136032104492
1634530429.2807217,21,0.11037435382604599
1634530467.3209856,22,0.1062355637550354
1634530503.6471143,23,0.10550147294998169
1634530540.601957,24,0.10470983386039734
1634530576.4577384,25,0.10346432775259018
1634530611.8405035,26,0.10099010169506073
1634530649.5600796,27,0.11255133897066116
1634530685.431111,28,0.10466521978378296
1634530724.523014,29,0.10481734573841095
1634530760.353065,30,0.0979067012667656
1634530797.617613,31,0.11651390790939331
1634530833.771285,32,0.09575004130601883
1634530869.2039127,33,0.09757278114557266
1634530906.9507382,34,0.09988370537757874
1634530942.7305164,35,0.10331345349550247
1634530981.9768667,36,0.10759482532739639
1634531017.4950197,37,0.11495903134346008
1634531054.05568,38,0.1035659983754158
1634531089.5304167,39,0.09689081460237503
1634531124.587852,40,0.09918180108070374
1634531160.5638945,41,0.10934370756149292
1634531196.188468,42,0.11329066008329391
1634531233.951347,43,0.10434527695178986
1634531269.0261974,44,0.10626497119665146
1634531306.535013,45,0.09776836633682251
1634531342.4320083,46,0.11258051544427872
1634531377.8542423,47,0.10462520271539688
1634531414.9340618,48,0.11330850422382355
1634531451.0101714,49,0.09526075422763824
