Wall time,Step,Value
1634382938.152616,0,1.1758167743682861
1634383006.010733,1,0.39491885900497437
1634383073.9432163,2,0.25701606273651123
1634383141.9468791,3,0.21111690998077393
1634383211.0932086,4,0.1736445277929306
1634383277.8050566,5,0.15151862800121307
1634383346.160599,6,0.11914648860692978
1634383416.0148618,7,0.12089663743972778
1634383485.3665528,8,0.09468304365873337
1634383551.8243287,9,0.09316466748714447
1634383620.4148436,10,0.0902813971042633
1634383691.8027732,11,0.0949421301484108
1634383759.2767842,12,0.0831039771437645
1634383825.7165675,13,0.08399344235658646
1634383894.788037,14,0.08606182038784027
1634383963.1437423,15,0.08470025658607483
1634384031.705062,16,0.08336574584245682
1634384098.1687138,17,0.08715499937534332
1634384167.9540977,18,0.07760336995124817
1634384237.3728292,19,0.08277510851621628
1634384304.3538096,20,0.08160549402236938
1634384370.352037,21,0.09012424945831299
1634384438.745642,22,0.0810345932841301
1634384507.4721327,23,0.07772517204284668
1634384574.314443,24,0.08715188503265381
1634384643.7291229,25,0.08737999945878983
1634384712.9375594,26,0.08408179879188538
1634384780.4203444,27,0.08967538177967072
1634384846.2385085,28,0.08304054290056229
1634384914.5520437,29,0.07495348900556564
1634384983.571757,30,0.08368493616580963
1634385051.382902,31,0.07451415807008743
1634385118.0087042,32,0.08450489491224289
1634385189.2269237,33,0.08499032258987427
1634385258.9367805,34,0.08807767182588577
1634385326.43785,35,0.08286157995462418
1634385393.2433884,36,0.08506879955530167
1634385465.0076506,37,0.08462250977754593
1634385534.0302298,38,0.07897909730672836
1634385602.334666,39,0.08668173104524612
1634385668.4774334,40,0.0767599418759346
1634385741.0717285,41,0.07944401353597641
1634385809.4401853,42,0.0875943973660469
1634385876.714594,43,0.08317320048809052
1634385942.5733035,44,0.09479943662881851
1634386010.2779603,45,0.07044778764247894
1634386079.2166414,46,0.08560841530561447
1634386147.3547351,47,0.08753569424152374
1634386216.949049,48,0.08235248178243637
1634386284.9221888,49,0.08855230361223221
