Wall time,Step,Value
1648454777.1696212,0,0.7430017590522766
1648454868.0067155,1,0.9246575236320496
1648454958.116662,2,0.9428231120109558
1648455048.562447,3,0.9511613845825195
1648455138.5640514,4,0.959499716758728
1648455228.4147007,5,0.9618820548057556
1648455319.84771,6,0.9678379893302917
1648455409.9455688,7,0.9752829074859619
1648455500.0562525,8,0.9752829074859619
1648455589.882694,9,0.9779630899429321
1648455680.288765,10,0.9803454279899597
1648455770.0060327,11,0.9815366268157959
1648455860.5841725,12,0.9770696759223938
1648455950.5598333,13,0.984514594078064
1648456041.23282,14,0.9827278256416321
1648456131.6666331,15,0.9794520735740662
1648456222.0500696,16,0.9839190244674683
1648456312.0367997,17,0.9842168092727661
1648456402.1647093,18,0.9776653051376343
1648456492.3168147,19,0.9824300408363342
1648456582.2739208,20,0.9779630899429321
1648456672.4031138,21,0.9818344116210938
1648456762.698709,22,0.9776653051376343
1648456852.9666173,23,0.9764741063117981
1648456943.6118321,24,0.9821321964263916
1648457033.7808914,25,0.9800476431846619
1648457124.0134718,26,0.9803454279899597
1648457214.134935,27,0.9818344116210938
1648457304.746812,28,0.9824300408363342
1648457394.8104317,29,0.9809410572052002
1648457484.946995,30,0.9788564443588257
1648457575.5279105,31,0.9833233952522278
1648457665.0875852,32,0.9815366268157959
1648457755.5627863,33,0.9800476431846619
1648457846.0442913,34,0.9818344116210938
1648457936.129853,35,0.9785586595535278
1648458026.2477534,36,0.9779630899429321
1648458116.8456724,37,0.9809410572052002
1648458206.9171095,38,0.981238842010498
1648458297.944619,39,0.9791542291641235
1648458388.6309144,40,0.9818344116210938
1648458478.8831038,41,0.9806432127952576
1648458569.0077672,42,0.9839190244674683
1648458659.2393367,43,0.9815366268157959
1648458749.713763,44,0.9818344116210938
1648458839.3993347,45,0.9815366268157959
1648458929.4440114,46,0.9794520735740662
1648459020.1087263,47,0.981238842010498
1648459111.0690243,48,0.97826087474823
1648459201.3750231,49,0.9830256104469299
