Wall time,Step,Value
1634246123.2836423,0,0.6235854625701904
1634246156.0709844,1,0.8522930145263672
1634246188.481089,2,0.8868374228477478
1634246222.1100447,3,0.9115545153617859
1634246255.282776,4,0.9240619540214539
1634246286.16827,5,0.92525315284729
1634246322.1556761,6,0.9428231120109558
1634246355.1550446,7,0.9472900629043579
1634246388.130006,8,0.9523525834083557
1634246422.0265503,9,0.9574151039123535
1634246454.4859917,10,0.9574151039123535
1634246489.6760013,11,0.9633710384368896
1634246522.5769043,12,0.9603930711746216
1634246553.750265,13,0.9606909155845642
1634246588.9104173,14,0.959499716758728
1634246621.82604,15,0.9568195343017578
1634246654.6648812,16,0.9553305506706238
1634246687.8953335,17,0.964264452457428
1634246719.1275566,18,0.9592019319534302
1634246754.070606,19,0.9609887003898621
1634246786.5537126,20,0.9636688232421875
1634246817.3293374,21,0.959499716758728
1634246850.6778324,22,0.962775468826294
1634246884.6876526,23,0.9624776840209961
1634246921.01566,24,0.9645622372627258
1634246952.8820674,25,0.9621798396110535
1634246983.018686,26,0.9639666676521301
1634247017.5572603,27,0.9651578068733215
1634247050.1067522,28,0.9606909155845642
1634247082.7168918,29,0.965753436088562
1634247115.6761131,30,0.9666467905044556
1634247147.1107004,31,0.959499716758728
1634247182.7897468,32,0.9669446349143982
1634247215.4138386,33,0.9624776840209961
1634247246.88832,34,0.9654556512832642
1634247279.7180567,35,0.9654556512832642
1634247312.3948262,36,0.9618820548057556
1634247346.982167,37,0.958010733127594
1634247379.5817862,38,0.9615842700004578
1634247411.0680726,39,0.9624776840209961
1634247448.8931105,40,0.9639666676521301
1634247481.0180907,41,0.9609887003898621
1634247513.5587716,42,0.9639666676521301
1634247548.032659,43,0.9589040875434875
1634247580.0400875,44,0.9648600220680237
1634247616.102029,45,0.9615842700004578
1634247648.4071553,46,0.959499716758728
1634247678.736902,47,0.9562239646911621
1634247712.4782348,48,0.9577129483222961
1634247745.5353827,49,0.9648600220680237
